"_prepare"	"acc"	"accuracy"	"average_response_time"	"avg_rt"	"background"	"bidi"	"canvas_backend"	"clock_backend"	"color_backend"	"compensation"	"confidence_immediate"	"coordinates"	"correct"	"correct_live_view"	"count_admin_check"	"count_check_confidence_imm"	"count_check_identification"	"count_check_made_identification"	"count_check_multiple_identification"	"count_check_proceeding_identification"	"count_confidence_imm"	"count_end_of_experiment"	"count_experiment"	"count_identification_task"	"count_instructions"	"count_instructions_after_multiple"	"count_instructions_after_proceed_identification"	"count_instructions_before_view"	"count_instructions_sequence"	"count_lineup_loop"	"count_lineup_sequence"	"count_live_lineup"	"count_live_view"	"count_logger"	"count_made_identification"	"count_multiple_identification"	"count_proceed_identification"	"count_repeat_lineup_sequence_identification"	"count_repeat_lineup_sequence_multiple"	"count_setting_sequence"	"cursor_x"	"cursor_y"	"datetime"	"description"	"disable_garbage_collection"	"empty_column"	"experiment_file"	"experiment_path"	"font_bold"	"font_family"	"font_italic"	"font_size"	"font_underline"	"foreground"	"form_clicks"	"form_response"	"fullscreen"	"height"	"identification"	"identification_made"	"identification_multiple"	"identification_proceed"	"keyboard_backend"	"live_row"	"live_row_instructions"	"live_row_lineup_loop"	"live_row_live_lineup"	"logfile"	"member"	"mouse_backend"	"opensesame_codename"	"opensesame_version"	"repeat_cycle"	"response"	"response_live_view"	"response_time"	"response_time_live_view"	"round_decimals"	"sampler_backend"	"sound_buf_size"	"sound_channels"	"sound_freq"	"sound_sample_size"	"start"	"subject_nr"	"subject_parity"	"synth_backend"	"time_admin_check"	"time_check_confidence_imm"	"time_check_identification"	"time_check_made_identification"	"time_check_multiple_identification"	"time_check_proceeding_identification"	"time_confidence_imm"	"time_end_of_experiment"	"time_experiment"	"time_identification_task"	"time_instructions"	"time_instructions_after_multiple"	"time_instructions_after_proceed_identification"	"time_instructions_before_view"	"time_instructions_sequence"	"time_lineup_loop"	"time_lineup_sequence"	"time_live_lineup"	"time_live_view"	"time_logger"	"time_made_identification"	"time_multiple_identification"	"time_proceed_identification"	"time_repeat_lineup_sequence_identification"	"time_repeat_lineup_sequence_multiple"	"time_setting_sequence"	"title"	"total_correct"	"total_response_time"	"total_responses"	"transparent_variables"	"uniform_coordinates"	"width"
"11"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"359"	"636"	"02/14/18 15:16:26"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"2"	"0"	"2"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-54.csv"	"3"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5947"	"5947"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"54"	"even"	"legacy"	NA	NA	"80851"	NA	NA	NA	NA	NA	"4559"	"78282"	"4559"	NA	NA	"4563"	"4563"	"41450"	"41450"	"41433"	"72335"	"80851"	NA	NA	NA	NA	NA	"72334"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"12"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"3"	"276"	"620"	"02/14/18 15:16:26"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"3"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-54.csv"	"4"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5747"	"5747"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"54"	"even"	"legacy"	NA	NA	"88807"	NA	NA	NA	NA	NA	"4559"	"86730"	"4559"	NA	NA	"4563"	"4563"	"41450"	"41450"	"41433"	"80983"	"88807"	NA	NA	NA	NA	NA	"80982"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"13"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"4"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"4"	"434"	"619"	"02/14/18 15:16:26"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"4"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-54.csv"	"5"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5313"	"5313"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"54"	"even"	"legacy"	NA	NA	"96809"	NA	NA	NA	NA	NA	"4559"	"94250"	"4559"	NA	NA	"4563"	"4563"	"41450"	"41450"	"41433"	"88937"	"96809"	NA	NA	NA	NA	NA	"88937"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"14"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"309"	"691"	"02/14/18 15:16:26"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-54.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"10157"	"10157"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"54"	"even"	"legacy"	NA	NA	"109658"	NA	NA	NA	NA	NA	"4559"	"107098"	"4559"	NA	NA	"4563"	"4563"	"41450"	"41450"	"41433"	"96941"	"109658"	NA	NA	NA	NA	NA	"96940"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"15"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"309"	"691"	"02/14/18 15:16:26"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"No"	"no"	"No"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-54.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"10157"	"10157"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"54"	"even"	"legacy"	"113066"	NA	"109658"	"113066"	NA	"134669"	NA	NA	"4559"	"107098"	"4559"	NA	NA	"4563"	"4563"	"41450"	"41450"	"41433"	"96941"	"134669"	"109693"	NA	"116700"	NA	NA	"96940"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"16"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"309"	"691"	"02/14/18 15:16:26"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Click to end"	"yes"	"768"	"No"	"No"	"no"	"No"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-54.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"10157"	"10157"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"54"	"even"	"legacy"	"113066"	NA	"109658"	"113066"	NA	"134669"	NA	"134700"	"4559"	"107098"	"4559"	NA	NA	"4563"	"4563"	"41450"	"41450"	"41433"	"96941"	"136673"	"109693"	NA	"116700"	NA	NA	"96940"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"17"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"578"	"678"	"02/14/18 14:53:48"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"0"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-55.csv"	"1"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"11941"	"11941"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"55"	"odd"	"legacy"	NA	NA	"80775"	NA	NA	NA	NA	NA	"1533"	"75570"	"1533"	NA	NA	"1537"	"1537"	"63530"	"63530"	"63512"	"63628"	"80775"	NA	NA	NA	NA	NA	"63627"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"18"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"1046"	"575"	"02/14/18 14:53:48"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"1"	"0"	"1"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-55.csv"	"2"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5589"	"5589"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"55"	"odd"	"legacy"	NA	NA	"90174"	NA	NA	NA	NA	NA	"1533"	"86498"	"1533"	NA	NA	"1537"	"1537"	"63530"	"63530"	"63512"	"80909"	"90174"	NA	NA	NA	NA	NA	"80908"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"19"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"1273"	"169"	"02/14/18 14:53:48"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"2"	"0"	"2"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-55.csv"	"3"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5551"	"5551"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"55"	"odd"	"legacy"	NA	NA	"98415"	NA	NA	NA	NA	NA	"1533"	"95857"	"1533"	NA	NA	"1537"	"1537"	"63530"	"63530"	"63512"	"90306"	"98415"	NA	NA	NA	NA	NA	"90305"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"20"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"3"	"724"	"690"	"02/14/18 14:53:48"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"3"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-55.csv"	"4"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5512"	"5512"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"55"	"odd"	"legacy"	NA	NA	"106297"	NA	NA	NA	NA	NA	"1533"	"104058"	"1533"	NA	NA	"1537"	"1537"	"63530"	"63530"	"63512"	"98546"	"106298"	NA	NA	NA	NA	NA	"98545"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"21"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"4"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"4"	"303"	"551"	"02/14/18 14:53:48"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"4"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-55.csv"	"5"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"4648"	"4648"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"55"	"odd"	"legacy"	NA	NA	"113778"	NA	NA	NA	NA	NA	"1533"	"111073"	"1533"	NA	NA	"1537"	"1537"	"63530"	"63530"	"63512"	"106425"	"113778"	NA	NA	NA	NA	NA	"106424"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"22"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"816"	"496"	"02/14/18 14:53:48"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-55.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5789"	"5789"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"55"	"odd"	"legacy"	NA	NA	"122460"	NA	NA	NA	NA	NA	"1533"	"119698"	"1533"	NA	NA	"1537"	"1537"	"63530"	"63530"	"63512"	"113909"	"122460"	NA	NA	NA	NA	NA	"113908"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"23"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"816"	"496"	"02/14/18 14:53:48"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"No"	"no"	"No"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-55.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5789"	"5789"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"55"	"odd"	"legacy"	"126571"	NA	"122460"	"126570"	NA	"150131"	NA	NA	"1533"	"119698"	"1533"	NA	NA	"1537"	"1537"	"63530"	"63530"	"63512"	"113909"	"150131"	"122659"	NA	"128884"	NA	NA	"113908"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"24"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"816"	"496"	"02/14/18 14:53:48"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Click to end"	"yes"	"768"	"No"	"No"	"no"	"No"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-55.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5789"	"5789"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"55"	"odd"	"legacy"	"126571"	NA	"122460"	"126570"	NA	"150131"	NA	"150160"	"1533"	"119698"	"1533"	NA	NA	"1537"	"1537"	"63530"	"63530"	"63512"	"113909"	"151992"	"122659"	NA	"128884"	NA	NA	"113908"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"25"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"564"	"459"	"02/14/18 14:43:53"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"0"	"0"	"0"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-56.csv"	"1"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"13286"	"13286"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"56"	"even"	"legacy"	NA	NA	"87780"	NA	NA	NA	NA	NA	"1602"	"80516"	"1602"	NA	NA	"1606"	"1606"	"67136"	"67136"	"67118"	"67230"	"87781"	NA	NA	NA	NA	NA	"67229"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"26"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"1"	"534"	"293"	"02/14/18 14:43:53"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"1"	"0"	"1"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-56.csv"	"2"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"3633"	"3633"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"56"	"even"	"legacy"	NA	NA	"94228"	NA	NA	NA	NA	NA	"1602"	"91540"	"1602"	NA	NA	"1606"	"1606"	"67136"	"67136"	"67118"	"87907"	"94228"	NA	NA	NA	NA	NA	"87906"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"27"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"336"	"665"	"02/14/18 14:43:53"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"2"	"0"	"2"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-56.csv"	"3"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"7831"	"7831"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"56"	"even"	"legacy"	NA	NA	"104950"	NA	NA	NA	NA	NA	"1602"	"102221"	"1602"	NA	NA	"1606"	"1606"	"67136"	"67136"	"67118"	"94389"	"104951"	NA	NA	NA	NA	NA	"94388"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"28"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"3"	"3"	"0"	"0"	"0"	"3"	"0"	"0"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"5"	"0"	"0"	"0"	"0"	"0"	"3"	"206"	"658"	"02/14/18 14:43:53"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"3"	"0"	"3"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-56.csv"	"4"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5613"	"5613"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"56"	"even"	"legacy"	NA	NA	"113225"	NA	NA	NA	NA	NA	"1602"	"110692"	"1602"	NA	NA	"1606"	"1606"	"67136"	"67136"	"67118"	"105079"	"113225"	NA	NA	NA	NA	NA	"105079"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"29"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"4"	"4"	"0"	"0"	"0"	"4"	"0"	"0"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4"	"6"	"0"	"0"	"0"	"0"	"0"	"4"	"298"	"685"	"02/14/18 14:43:53"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"4"	"0"	"4"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-56.csv"	"5"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5780"	"5780"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"56"	"even"	"legacy"	NA	NA	"121808"	NA	NA	NA	NA	NA	"1602"	"119133"	"1602"	NA	NA	"1606"	"1606"	"67136"	"67136"	"67118"	"113352"	"121808"	NA	NA	NA	NA	NA	"113352"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
"30"	""	"undefined"	"undefined"	"undefined"	"undefined"	"white"	"no"	"xpyriment"	"legacy"	"legacy"	"0"	"no"	"relative"	"undefined"	"undefined"	"0"	"5"	"5"	"0"	"0"	"0"	"5"	"0"	"0"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5"	"7"	"0"	"0"	"0"	"0"	"0"	"5"	"69"	"673"	"02/14/18 14:43:53"	"Executes Python code"	"yes"	""	"lineup_liveMEN_W.osexp"	"C:\Users\Laptop10\Desktop\Wednesday 1402"	"no"	"mono"	"no"	"24"	"no"	"black"	"no"	"Continue"	"yes"	"768"	"No"	"no"	"no"	"no"	"legacy"	"5"	"0"	"5"	"0"	"C:/Users/Laptop10/Desktop/Wednesday 1402/subject-56.csv"	"6"	"xpyriment"	"Jazzy James"	"3.1.4"	"0"	"1"	"1"	"5413"	"5413"	"2"	"legacy"	"1024"	"2"	"48000"	"-16"	"experiment"	"56"	"even"	"legacy"	NA	NA	"129873"	NA	NA	NA	NA	NA	"1602"	"127348"	"1602"	NA	NA	"1606"	"1606"	"67136"	"67136"	"67118"	"121935"	"129874"	NA	NA	NA	NA	NA	"121934"	"lineup1"	"0"	"0"	"0"	"no"	"no"	"1366"
