"_prepare","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","confidence_immediate","coordinates","correct","correct_live_view","count_admin_check","count_check_confidence_imm","count_check_identification","count_check_made_identification","count_check_multiple_identification","count_check_proceeding_identification","count_confidence_imm","count_end_of_experiment","count_experiment","count_identification_task","count_instructions","count_instructions_after_multiple","count_instructions_after_proceed_identification","count_instructions_before_view","count_instructions_sequence","count_lineup_loop","count_lineup_sequence","count_live_lineup","count_live_view","count_logger","count_made_identification","count_multiple_identification","count_proceed_identification","count_repeat_lineup_sequence_identification","count_repeat_lineup_sequence_multiple","count_setting_sequence","cursor_x","cursor_y","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","identification","identification_made","identification_multiple","identification_proceed","keyboard_backend","live_row","live_row_instructions","live_row_lineup_loop","live_row_live_lineup","logfile","member","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_live_view","response_time","response_time_live_view","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","synth_backend","time_admin_check","time_check_confidence_imm","time_check_identification","time_check_made_identification","time_check_multiple_identification","time_check_proceeding_identification","time_confidence_imm","time_end_of_experiment","time_experiment","time_identification_task","time_instructions","time_instructions_after_multiple","time_instructions_after_proceed_identification","time_instructions_before_view","time_instructions_sequence","time_lineup_loop","time_lineup_sequence","time_live_lineup","time_live_view","time_logger","time_made_identification","time_multiple_identification","time_proceed_identification","time_repeat_lineup_sequence_identification","time_repeat_lineup_sequence_multiple","time_setting_sequence","title","total_correct","total_response_time","total_responses","transparent_variables","uniform_coordinates","width"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","685","767","02/14/18 14:44:15","Executes Python code","yes","","lineup_liveWOMEN_W.osexp","C:\Users\Laptop3\Desktop\Wednesday 1402","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","0","0","0","0","C:/Users/Laptop3/Desktop/Wednesday 1402/subject-53.csv","1","xpyriment","Jazzy James","3.1.4","0","1","1","42666","42666","2","legacy","1024","2","48000","-16","experiment","53","odd","legacy","NA","NA","52458","NA","NA","NA","NA","NA","1473","48386","1473","NA","NA","1477","1477","5664","5664","5648","5720","52458","NA","NA","NA","NA","NA","5719","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","1","121","660","02/14/18 14:44:15","Executes Python code","yes","","lineup_liveWOMEN_W.osexp","C:\Users\Laptop3\Desktop\Wednesday 1402","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","1","0","1","0","C:/Users/Laptop3/Desktop/Wednesday 1402/subject-53.csv","2","xpyriment","Jazzy James","3.1.4","0","1","1","18675","18675","2","legacy","1024","2","48000","-16","experiment","53","odd","legacy","NA","NA","74324","NA","NA","NA","NA","NA","1473","71227","1473","NA","NA","1477","1477","5664","5664","5648","52551","74324","NA","NA","NA","NA","NA","52550","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","2","2","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","2","88","692","02/14/18 14:44:15","Executes Python code","yes","","lineup_liveWOMEN_W.osexp","C:\Users\Laptop3\Desktop\Wednesday 1402","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","2","0","2","0","C:/Users/Laptop3/Desktop/Wednesday 1402/subject-53.csv","3","xpyriment","Jazzy James","3.1.4","0","1","1","21859","21859","2","legacy","1024","2","48000","-16","experiment","53","odd","legacy","NA","NA","99375","NA","NA","NA","NA","NA","1473","96282","1473","NA","NA","1477","1477","5664","5664","5648","74423","99375","NA","NA","NA","NA","NA","74422","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","3","3","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","3","26","759","02/14/18 14:44:15","Executes Python code","yes","","lineup_liveWOMEN_W.osexp","C:\Users\Laptop3\Desktop\Wednesday 1402","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","3","0","3","0","C:/Users/Laptop3/Desktop/Wednesday 1402/subject-53.csv","4","xpyriment","Jazzy James","3.1.4","0","1","1","16155","16155","2","legacy","1024","2","48000","-16","experiment","53","odd","legacy","NA","NA","120663","NA","NA","NA","NA","NA","1473","115626","1473","NA","NA","1477","1477","5664","5664","5648","99471","120663","NA","NA","NA","NA","NA","99470","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","4","4","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","4","6","0","0","0","0","0","4","29","719","02/14/18 14:44:15","Executes Python code","yes","","lineup_liveWOMEN_W.osexp","C:\Users\Laptop3\Desktop\Wednesday 1402","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","4","0","4","0","C:/Users/Laptop3/Desktop/Wednesday 1402/subject-53.csv","5","xpyriment","Jazzy James","3.1.4","0","1","1","20609","20609","2","legacy","1024","2","48000","-16","experiment","53","odd","legacy","NA","NA","144366","NA","NA","NA","NA","NA","1473","141370","1473","NA","NA","1477","1477","5664","5664","5648","120761","144367","NA","NA","NA","NA","NA","120760","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","5","5","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","5","191","694","02/14/18 14:44:15","Executes Python code","yes","","lineup_liveWOMEN_W.osexp","C:\Users\Laptop3\Desktop\Wednesday 1402","no","mono","no","24","no","black","no","Continue","yes","768","No","no","no","no","legacy","5","0","5","0","C:/Users/Laptop3/Desktop/Wednesday 1402/subject-53.csv","6","xpyriment","Jazzy James","3.1.4","0","1","1","21513","21513","2","legacy","1024","2","48000","-16","experiment","53","odd","legacy","NA","NA","168658","NA","NA","NA","NA","NA","1473","165978","1473","NA","NA","1477","1477","5664","5664","5648","144464","168658","NA","NA","NA","NA","NA","144463","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","5","5","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","5","191","694","02/14/18 14:44:15","Executes Python code","yes","","lineup_liveWOMEN_W.osexp","C:\Users\Laptop3\Desktop\Wednesday 1402","no","mono","no","24","no","black","no","Continue","yes","768","No","No","no","No","legacy","5","0","5","0","C:/Users/Laptop3/Desktop/Wednesday 1402/subject-53.csv","6","xpyriment","Jazzy James","3.1.4","0","1","1","21513","21513","2","legacy","1024","2","48000","-16","experiment","53","odd","legacy","172680","NA","168658","172680","NA","184826","NA","NA","1473","165978","1473","NA","NA","1477","1477","5664","5664","5648","144464","184826","168692","NA","177426","NA","NA","144463","lineup1","0","0","0","no","no","1366"
"","undefined","undefined","undefined","undefined","white","no","xpyriment","legacy","legacy","0","no","relative","undefined","undefined","0","5","5","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","7","0","0","0","0","0","5","191","694","02/14/18 14:44:15","Executes Python code","yes","","lineup_liveWOMEN_W.osexp","C:\Users\Laptop3\Desktop\Wednesday 1402","no","mono","no","24","no","black","no","Click to end","yes","768","No","No","no","No","legacy","5","0","5","0","C:/Users/Laptop3/Desktop/Wednesday 1402/subject-53.csv","6","xpyriment","Jazzy James","3.1.4","0","1","1","21513","21513","2","legacy","1024","2","48000","-16","experiment","53","odd","legacy","172680","NA","168658","172680","NA","184826","NA","184858","1473","165978","1473","NA","NA","1477","1477","5664","5664","5648","144464","186585","168692","NA","177426","NA","NA","144463","lineup1","0","0","0","no","no","1366"
